nodeID_from,nodeID_to
1,13
1,185
1,895
1,418
1,591
1,264
1,647
1,654
1,1091
1,1212
1,487
1,550
1,1810
1,956
1,1027
1,544
1,201
1,1082
1,1623
1,1078
1,917
1,207
8,72
8,65
8,141
8,319
8,26
13,87
13,1
13,185
13,895
13,418
13,591
13,264
13,647
13,654
13,1091
13,1212
13,487
13,550
13,1810
13,956
13,1027
13,544
13,201
13,1082
13,1623
13,1078
13,917
13,207
14,77
14,1576
26,319
26,8
26,65
26,141
30,719
34,1152
34,1141
35,1572
35,333
35,1695
35,1026
49,1723
49,517
49,1034
62,64
62,526
62,448
62,1070
62,331
64,62
64,1582
65,141
65,1584
65,8
65,319
65,26
72,8
72,1596
77,14
77,1238
77,569
77,1131
77,232
77,138
77,740
77,739
77,1713
82,333
82,502
82,573
83,1585
83,732
83,621
85,138
87,13
87,1595
89,838
89,105
89,1197
89,370
94,1170
94,1318
103,105
105,103
105,89
105,1197
106,729
106,1416
106,1462
106,232
106,764
106,633
106,1527
106,204
107,1592
107,607
107,1397
107,153
107,543
107,972
107,637
107,1534
107,1016
107,562
110,116
110,817
110,989
114,473
114,1590
114,1416
114,1566
115,1104
115,1197
116,110
131,1345
135,1588
138,85
138,1131
138,232
138,569
138,740
138,1238
138,739
138,77
138,1713
141,65
141,1126
141,8
141,251
141,1791
141,319
141,26
153,543
153,607
153,972
153,1397
153,107
153,637
153,1534
153,1016
153,562
185,264
185,1
185,712
185,895
185,13
185,418
185,591
185,654
185,647
185,1091
185,1212
185,487
185,550
185,1810
185,956
185,1027
185,544
185,201
185,1082
185,1623
185,1078
185,917
185,207
201,1082
201,544
201,207
201,1027
201,917
201,1078
201,1212
201,550
201,487
201,1091
201,956
201,1810
201,654
201,1623
201,264
201,895
201,185
201,1
201,13
201,418
201,591
201,647
204,1566
204,838
204,633
204,764
204,232
204,1462
204,1527
204,729
204,106
204,1416
207,917
207,1078
207,201
207,1082
207,544
207,550
207,956
207,1212
207,487
207,1091
207,1027
207,1810
207,1623
207,654
207,264
207,895
207,185
207,1
207,13
207,418
207,591
207,647
229,471
229,1238
229,1097
229,261
229,709
232,740
232,1462
232,764
232,729
232,1131
232,569
232,739
232,633
232,138
232,1527
232,1713
232,106
232,1416
232,1238
232,204
232,77
251,553
251,141
251,1126
251,1791
261,432
261,709
261,1097
261,1238
261,229
264,185
264,654
264,712
264,1091
264,1212
264,895
264,1
264,487
264,13
264,550
264,1810
264,418
264,956
264,1027
264,544
264,591
264,201
264,1082
264,1623
264,1078
264,647
264,917
264,207
276,1597
276,1564
276,1370
276,557
285,1622
285,455
308,1819
308,490
308,633
308,1527
308,670
317,643
317,919
319,8
319,65
319,141
319,832
319,1164
319,26
319,455
319,939
331,1070
331,979
331,526
331,448
331,62
333,82
333,502
333,35
333,1695
343,582
361,872
361,1437
361,1552
361,392
361,1604
370,89
370,838
370,483
371,432
371,392
392,1604
392,371
392,361
418,591
418,647
418,1
418,13
418,185
418,895
418,264
418,654
418,1091
418,1212
418,487
418,550
418,1810
418,956
418,1027
418,544
418,201
418,1082
418,1623
418,1078
418,917
418,207
432,261
432,371
448,480
448,526
448,62
448,1070
448,331
455,939
455,832
455,1164
455,319
455,285
471,1604
471,229
473,114
473,1416
473,1566
480,448
483,536
483,370
487,551
487,550
487,1810
487,1212
487,1091
487,956
487,654
487,1623
487,1027
487,264
487,544
487,201
487,1082
487,1078
487,917
487,895
487,185
487,207
487,1
487,13
487,418
487,591
487,647
490,736
490,308
490,1474
495,517
495,712
495,511
495,582
495,654
495,1034
495,1425
497,504
502,82
502,333
502,503
503,504
503,502
504,503
504,497
510,511
510,1632
511,510
511,582
511,654
511,1425
511,495
511,712
511,1034
517,495
517,1034
517,49
517,1723
526,531
526,62
526,448
526,1070
526,331
529,1593
529,850
529,1102
531,526
531,719
531,1689
531,762
536,483
536,537
537,536
537,872
537,775
543,153
543,607
543,972
543,1397
543,107
543,637
543,1534
543,1016
543,562
544,1632
544,201
544,1082
544,1027
544,1078
544,1212
544,550
544,487
544,1091
544,956
544,917
544,1810
544,654
544,1623
544,207
544,264
544,895
544,185
544,1
544,13
544,418
544,591
544,647
550,956
550,487
550,1810
550,1212
550,1091
550,1623
550,654
550,1027
550,544
550,264
550,201
550,1078
550,1082
550,917
550,207
550,895
550,185
550,1
550,13
550,418
550,591
550,647
551,553
551,487
553,551
553,251
557,1685
557,817
557,1370
557,276
557,1564
562,1016
562,565
562,1534
562,637
562,972
562,153
562,543
562,607
562,1397
562,107
565,562
569,1238
569,77
569,1131
569,232
569,138
569,740
569,739
569,1713
573,82
573,1205
582,343
582,511
582,654
582,1425
582,495
582,712
582,1034
591,418
591,647
591,1
591,13
591,185
591,895
591,264
591,654
591,1091
591,1212
591,487
591,550
591,1810
591,956
591,1027
591,544
591,201
591,1082
591,1623
591,1078
591,917
591,207
607,153
607,543
607,1397
607,107
607,972
607,637
607,1534
607,1016
607,562
621,1421
621,732
621,83
627,1685
627,1492
627,1437
630,784
630,850
633,204
633,764
633,232
633,308
633,1819
633,1462
633,1527
633,729
633,670
633,106
633,1416
636,1252
636,705
637,1534
637,972
637,1016
637,153
637,543
637,607
637,562
637,1397
637,107
639,944
639,1380
643,317
643,915
643,947
643,1597
643,818
643,919
647,591
647,1588
647,418
647,1264
647,1
647,13
647,185
647,895
647,264
647,654
647,1091
647,1212
647,487
647,550
647,1810
647,956
647,1027
647,544
647,201
647,1082
647,1623
647,1078
647,917
647,207
654,1425
654,264
654,1091
654,511
654,582
654,1212
654,495
654,712
654,1034
654,487
654,550
654,1810
654,895
654,185
654,1
654,13
654,956
654,1027
654,544
654,201
654,1082
654,418
654,1623
654,1078
654,917
654,591
654,647
654,207
670,1527
670,633
670,308
670,1819
673,1679
673,1552
680,1561
680,1337
685,895
685,1091
705,806
705,636
709,1264
709,261
709,1097
709,1238
709,229
710,1425
710,1424
712,495
712,185
712,264
712,511
712,582
712,654
712,1034
712,1425
719,30
719,531
719,1689
719,762
729,739
729,1462
729,232
729,106
729,1416
729,764
729,633
729,1527
729,204
732,83
732,944
732,621
736,490
736,1474
736,1102
739,729
739,740
739,1713
739,232
739,1131
739,569
739,138
739,1238
739,77
740,739
740,232
740,1713
740,1131
740,569
740,138
740,1238
740,77
749,1131
749,750
750,880
750,749
758,1664
758,1337
762,1318
762,719
762,531
762,1689
764,1462
764,232
764,633
764,729
764,1527
764,204
764,106
764,1416
775,872
775,1525
775,537
784,630
784,1535
784,1524
805,1405
805,1826
805,824
806,705
806,1333
817,110
817,1685
817,557
817,989
818,1463
818,1597
818,947
818,915
818,643
824,919
824,1826
824,805
830,861
830,1152
832,1164
832,319
832,455
832,939
832,1791
832,1743
832,1205
832,1023
838,89
838,204
838,1566
838,370
850,630
850,529
850,1102
850,1593
855,943
855,936
856,1348
861,830
861,1160
872,1437
872,775
872,361
872,537
872,1552
880,750
895,685
895,185
895,1
895,13
895,264
895,418
895,654
895,591
895,1091
895,647
895,1212
895,487
895,550
895,1810
895,956
895,1027
895,544
895,201
895,1082
895,1623
895,1078
895,917
895,207
913,1106
913,1517
915,947
915,643
915,1597
915,818
915,1345
915,1370
915,1074
917,1078
917,207
917,201
917,1082
917,544
917,550
917,956
917,1212
917,487
917,1091
917,1027
917,1810
917,1623
917,654
917,264
917,895
917,185
917,1
917,13
917,418
917,591
917,647
919,824
919,643
919,317
936,855
936,1087
939,1378
939,455
939,832
939,1164
939,319
941,1750
941,1380
943,855
943,1750
944,639
944,732
947,915
947,1597
947,643
947,818
956,1326
956,550
956,487
956,1810
956,1623
956,1212
956,1091
956,1027
956,544
956,201
956,654
956,1078
956,1082
956,917
956,264
956,207
956,895
956,185
956,1
956,13
956,418
956,591
956,647
963,964
963,1397
963,1333
964,965
964,963
964,1333
965,964
972,153
972,1534
972,543
972,607
972,1397
972,637
972,107
972,1016
972,562
979,331
989,1670
989,110
989,817
1016,1534
1016,1420
1016,562
1016,637
1016,972
1016,153
1016,543
1016,607
1016,1397
1016,107
1023,1246
1023,1743
1023,1205
1023,1326
1023,832
1023,1791
1023,1695
1026,35
1026,1572
1027,1424
1027,544
1027,201
1027,1082
1027,1212
1027,550
1027,1091
1027,487
1027,956
1027,1810
1027,654
1027,1623
1027,1078
1027,264
1027,917
1027,207
1027,895
1027,185
1027,1
1027,13
1027,418
1027,591
1027,647
1034,517
1034,495
1034,712
1034,511
1034,582
1034,654
1034,1425
1034,49
1034,1723
1070,331
1070,1689
1070,526
1070,448
1070,62
1074,1463
1074,1370
1074,915
1074,1345
1078,1082
1078,917
1078,207
1078,201
1078,544
1078,550
1078,956
1078,1212
1078,487
1078,1091
1078,1027
1078,1810
1078,1623
1078,654
1078,264
1078,895
1078,185
1078,1
1078,13
1078,418
1078,591
1078,647
1082,1078
1082,201
1082,544
1082,1027
1082,917
1082,1212
1082,550
1082,487
1082,1091
1082,956
1082,1810
1082,207
1082,654
1082,1623
1082,264
1082,895
1082,185
1082,1
1082,13
1082,418
1082,591
1082,647
1087,1348
1087,1379
1087,936
1091,1212
1091,654
1091,487
1091,685
1091,264
1091,550
1091,1810
1091,956
1091,1027
1091,544
1091,201
1091,895
1091,1082
1091,1623
1091,185
1091,1078
1091,1
1091,917
1091,13
1091,207
1091,418
1091,591
1091,647
1093,1378
1097,1238
1097,229
1097,261
1097,709
1102,736
1102,529
1102,850
1102,1593
1103,1104
1103,1474
1104,1103
1104,115
1104,1197
1106,1484
1106,913
1126,1484
1126,141
1126,251
1126,1791
1131,749
1131,232
1131,138
1131,569
1131,740
1131,1238
1131,739
1131,77
1131,1713
1141,1492
1141,1152
1141,34
1145,1170
1145,1669
1145,1622
1152,34
1152,1141
1152,830
1160,1502
1160,861
1164,1561
1164,832
1164,319
1164,455
1164,939
1170,1318
1170,1145
1170,94
1197,89
1197,1104
1197,105
1197,115
1205,1743
1205,1023
1205,573
1205,832
1205,1791
1212,1517
1212,1091
1212,487
1212,654
1212,550
1212,1810
1212,264
1212,956
1212,1027
1212,544
1212,201
1212,1082
1212,1623
1212,1078
1212,895
1212,917
1212,185
1212,1
1212,13
1212,207
1212,418
1212,591
1212,647
1238,229
1238,1097
1238,77
1238,569
1238,1131
1238,232
1238,138
1238,261
1238,740
1238,709
1238,739
1238,1713
1245,1535
1245,1826
1246,1810
1246,1023
1246,1326
1246,1695
1252,636
1252,1406
1264,709
1264,1588
1264,647
1318,762
1318,1170
1318,94
1320,1524
1320,1525
1326,956
1326,1246
1326,1023
1326,1695
1333,963
1333,964
1333,806
1337,680
1337,758
1345,131
1345,915
1345,1370
1345,1074
1348,856
1348,1087
1348,1379
1370,1074
1370,276
1370,1564
1370,915
1370,1345
1370,557
1378,939
1378,1093
1379,1348
1379,1087
1380,639
1380,941
1397,963
1397,607
1397,153
1397,543
1397,107
1397,972
1397,637
1397,1534
1397,1016
1397,562
1405,805
1405,1406
1406,1252
1406,1405
1416,473
1416,114
1416,729
1416,106
1416,1566
1416,1462
1416,232
1416,764
1416,633
1416,1527
1416,204
1420,1421
1420,1016
1421,1420
1421,621
1424,1027
1424,710
1425,710
1425,654
1425,511
1425,582
1425,495
1425,712
1425,1034
1437,872
1437,361
1437,1552
1437,627
1437,1492
1462,764
1462,232
1462,729
1462,106
1462,1416
1462,633
1462,1527
1462,204
1463,1074
1463,818
1474,736
1474,490
1474,1103
1484,1126
1484,1106
1492,1141
1492,627
1492,1437
1502,1160
1502,1664
1517,1212
1517,913
1524,1320
1524,1535
1524,784
1525,775
1525,1320
1527,670
1527,764
1527,232
1527,633
1527,1462
1527,729
1527,204
1527,106
1527,1416
1527,308
1527,1819
1534,1016
1534,972
1534,562
1534,637
1534,153
1534,543
1534,607
1534,1397
1534,107
1535,1245
1535,784
1535,1524
1552,361
1552,673
1552,872
1552,1437
1561,680
1561,1164
1564,276
1564,1670
1564,1370
1564,557
1566,204
1566,838
1566,473
1566,1416
1566,114
1572,35
1572,1026
1576,14
1582,64
1583,1623
1584,65
1585,83
1588,135
1588,647
1588,1264
1590,114
1592,107
1593,529
1593,850
1593,1102
1594,1723
1595,87
1596,72
1597,276
1597,947
1597,818
1597,915
1597,643
1604,471
1604,392
1604,361
1622,1669
1622,285
1622,1145
1623,1583
1623,550
1623,956
1623,487
1623,1810
1623,1212
1623,1091
1623,1027
1623,544
1623,201
1623,1078
1623,654
1623,1082
1623,917
1623,264
1623,207
1623,895
1623,185
1623,1
1623,13
1623,418
1623,591
1623,647
1632,544
1632,510
1664,758
1664,1502
1669,1622
1669,1145
1670,989
1670,1564
1679,673
1679,1713
1685,627
1685,817
1685,557
1689,1070
1689,719
1689,531
1689,762
1695,35
1695,333
1695,1326
1695,1246
1695,1023
1713,1679
1713,739
1713,740
1713,232
1713,1131
1713,569
1713,138
1713,1238
1713,77
1723,49
1723,1594
1723,517
1723,1034
1743,1205
1743,1023
1743,832
1743,1791
1750,941
1750,943
1791,251
1791,141
1791,1126
1791,832
1791,1743
1791,1205
1791,1023
1810,1246
1810,487
1810,550
1810,1212
1810,1091
1810,956
1810,654
1810,1623
1810,1027
1810,264
1810,544
1810,201
1810,1082
1810,1078
1810,917
1810,895
1810,185
1810,207
1810,1
1810,13
1810,418
1810,591
1810,647
1819,308
1819,633
1819,1527
1819,670
1826,1245
1826,824
1826,805
